ticker,created_at,body,cleaned_body,vader_compound,date
AAPL,2026-08-24T15:03:54Z,$AAPL More bad news,More bad news,-0.5849,2026-08-24
AAPL,2026-08-24T15:03:19Z,$AAPL They cant even sell it,They cant even sell it,0.0,2026-08-24
AAPL,2026-08-24T14:56:13Z,$SPY $QQQ $NVDA $GOOG $AAPL WE HAVE A MAJOR MAJOR PROBLEM!!! They think this bluff is gonna work ?? We can’t even raise the debt ceiling LMFAO 🤣 LONG PUTS BROSKI,WE HAVE A MAJOR MAJOR PROBLEM!!! They think this bluff is gonna work ?? We can’t even raise the debt ceiling LMFAO 🤣 LONG PUTS BROSKI,-0.4471,2026-08-24
AAPL,2026-08-24T14:50:52Z,"$IWM $AAPL 
#pivotgroup🔐📚🏡
Keep executing $QQQ 
$SPY",#pivotgroup🔐📚🏡 Keep executing,0.0,2026-08-24
AAPL,2026-08-24T14:47:12Z,$AAPL cons be getting bled out even with time,cons be getting bled out even with time,0.0,2026-08-24
AAPL,2026-08-24T14:46:29Z,$SPY we have to wait for $AAPL to selloff &amp; $GOOG MATTER OF TIME !! all tech is dumping $TSLA,we have to wait for to selloff &amp; MATTER OF TIME !! all tech is dumping,-0.2619,2026-08-24
AAPL,2026-08-24T14:46:17Z,$AAPL 320 today,320 today,0.0,2026-08-24
AAPL,2026-08-24T14:45:53Z,"$AAPL  check this out   Financial media generally makes more money from negative news because negative stories capture and hold attention much longer than positive ones. This phenomenon drives higher engagement, more web traffic, and increased ad revenue. From google","check this out Financial media generally makes more money from negative news because negative stories capture and hold attention much longer than positive ones. This phenomenon drives higher engagement, more web traffic, and increased ad revenue. From google",-0.0586,2026-08-24
AAPL,2026-08-24T14:41:57Z,"$AAPL I was right last week when I told you that there were over  
2 Mil in puts loaded @ 305.00 Now there are 1,607,000 puts loaded @ 309.","I was right last week when I told you that there were over 2 Mil in puts loaded @ 305.00 Now there are 1,607,000 puts loaded @ 309.",0.0,2026-08-24
AAPL,2026-08-24T14:29:50Z,$AAPL calls? 315 is calling me but I’m not touching 0dte bs lol,calls? 315 is calling me but I’m not touching 0dte bs lol,0.5719,2026-08-24
AAPL,2026-08-24T14:26:29Z,"$LAES $AAPL $MU $NVDA 
This short summary is fantastic . Thanks for sharing it . It explains everything an investor needs to know to the point without fluffing. 👀👀👀👀🔥🔥🔥🔥🧠🫵🤧
Who 
What
How 
When",This short summary is fantastic . Thanks for sharing it . It explains everything an investor needs to know to the point without fluffing. 👀👀👀👀🔥🔥🔥🔥🧠🫵🤧 Who What How When,0.8519,2026-08-24
AAPL,2026-08-24T14:25:59Z,@artops neither there&#39;s no expiration on $NVDA but I see for $AAPL $MSFT,@artops neither there&#39;s no expiration on but I see for,0.1139,2026-08-24
AAPL,2026-08-24T14:24:46Z,$AAPL Still playing the role of safe-space stock.,Still playing the role of safe-space stock.,0.2023,2026-08-24
AAPL,2026-08-24T14:22:48Z,$AAPL 15 min and hourly. Lookin good.,15 min and hourly. Lookin good.,0.4404,2026-08-24
AAPL,2026-08-24T14:22:06Z,$AAPL showing strength,showing strength,0.4939,2026-08-24
AAPL,2026-08-24T14:21:51Z,$msfT $aapL $nvdA $spY MARKETS DONT NEED US. LET THE AI MACHINES DO THEUR SELF MONEY LAUNDERING,MARKETS DONT NEED US. LET THE AI MACHINES DO THEUR SELF MONEY LAUNDERING,0.0,2026-08-24
