ticker,text,created_at,sentiment_tag
ACN,"Wall St is expecting 3.18 EPS for $ACN Q4 [Reporting 10/01 BMO]
http://www.estimize.com/intro/acn?chart=historical&amp;metric_name=eps&amp;utm_cont",2026-08-24T14:06:30Z,Neutre
ACN,"$ACN oh oh. 

https://www.storyboard18.com/amp/digital/accenture-ceo-julie-sweet-asks-employees-to-stay-focused-in-august-as-company-pushes-for-stronger-q4-107869.htm",2026-08-24T08:31:40Z,Neutre
ACN,$ACN Hits $190 im out,2026-08-24T00:30:26Z,Neutre
ACN,$ACN Waiting for $170,2026-08-23T13:45:59Z,Neutre
ACN,$ACN fucking ripping. Again!,2026-08-21T15:10:04Z,Bullish
ACN,"$PLTR a few ways to think about this stock…It could double sales and profit for the next 5 years and still wouldn’t earn what $ORCL is earning today. Its market cap is roughly double that of $ACN + the public gov’t services prices, but it makes roughly 5% of that market group. They will lose the rule of 40 eventually. It’s an impossible game. And when dems win the midterms, this will drop back below 100. It will be quick.",2026-08-21T09:43:05Z,Bearish
ACN,$ACN i am out guys. My average price was ~super~ messed up. Did some serious averaging down in the lower 100s area and escaped with a small profit. Was not one of my larger positions. I think 195-215 is possible. Not worth it for me to find out. Good luck to everyone. ACN is a great company…wish my average could’ve been 130!,2026-08-20T21:38:18Z,Neutre
ACN,$ACN called this in 130s within 48 hours bottom. Some up more on other $IGV names but we did what can be done here hold the shares long term gold until at least 250,2026-08-20T16:12:14Z,Neutre
ACN,$ACN,2026-08-20T15:22:07Z,Bullish
ACN,$ACN looking for 200$,2026-08-20T15:12:34Z,Bullish
ACN,$ACN please go back to 170,2026-08-20T14:01:04Z,Neutre
ACN,"$SNOW $FTNT $ACN $MO $ADP Snowflake benefits from cloud-data and AI workloads, Fortinet benefits from cybersecurity spending, Accenture benefits from enterprise technology investment, Altria benefits from consumer-product demand, and ADP benefits from employment and payroll activity. I&#39;m watching cloud consumption, security budgets, technology spending, volumes, and labor trends.",2026-08-20T07:30:48Z,Neutre
ACN,$ACN $ORCL 16.94 billion total contract value for Oracle https://sam.gov/opp/0817db124a424e0b840dacb2e18cdd7b/view,2026-08-19T16:55:42Z,Neutre
ACN,$ACN don’t even think today 😂 $QQQ $SPY,2026-08-19T16:38:56Z,Neutre
ACN,Large caps bullish after an hour $NOW $ACN $CRM $ADBE $INTU,2026-08-19T15:01:51Z,Bullish
ACN,$ACN you always follow my instructions:) $QQQ $SPYD,2026-08-19T14:49:13Z,Neutre
ACN,$ACN on 🔥,2026-08-19T14:31:43Z,Neutre
ACN,"$MRNA $TGT $TWST $ACN $EL 

Big bullish trend names after 45",2026-08-19T14:12:46Z,Bullish
ACN,Large caps bullish after an hour $ACN $NOW $CRM $PGR $DHR,2026-08-19T14:05:25Z,Bullish
ACN,"$ACN Unfortunately still my worst position but definitely happy with the last few weeks. Forecasting price targets is tough given the recent multiple compression, but assuming we move past the &quot;AI is going to destroy everything&quot; narrative I see Fiscal 27 price at 350+ and Fiscal 28 price at 380.",2026-08-18T22:59:02Z,Neutre
ACN,$ACN can you break 180,2026-08-18T14:06:55Z,Neutre
ACN,$IOVA $OCUL $ACN $WM $MAGS real,2026-08-17T20:57:45Z,Bullish
ACN,"Wall St is expecting 3.18 EPS for $ACN Q4 [Reporting 10/01 BMO]
http://www.estimize.com/intro/acn?chart=historical&amp;metric_name=eps&amp;utm_cont",2026-08-17T14:03:35Z,Neutre
ACN,"$GSAT $UVXY $ACN $BTGO Globalstar benefits from satellite-connectivity opportunities, UVXY provides leveraged volatility exposure, Accenture benefits from enterprise technology and AI spending, and BTGO remains highly speculative. I&#39;m watching satellite contracts, volatility, consulting demand, and liquidity.",2026-08-17T05:34:54Z,Neutre
ACN,$ACN $300 soon.,2026-08-17T05:06:12Z,Bullish
ACN,"Don&#39;t believe the IT bulls 
 
Accenture  
$ACN 
 at 2018 levels, below channels and MAs 
 
IT Consulting is a dying business everywhere, with AI, margin erosion and inability to close deals 
 
Clients don&#39;t have budgets left after paying for inference and AI initiatives",2026-08-17T03:29:42Z,Neutre
ACN,$ACN What the hell has been wrong with this company?,2026-08-16T06:25:19Z,Neutre
ADBE,$VCX my two biggest call options right now $ADBE,2026-08-24T22:52:49Z,Bullish
ADBE,$ADBE strong close,2026-08-24T20:06:13Z,Bullish
ADBE,$ADBE  updated chart. Price now over all major ma&#39;s.  Next up for me will be the Feb gap.  It has tested but not filled.,2026-08-24T19:16:30Z,Bullish
ADBE,$ADBE keep running baby,2026-08-24T18:19:25Z,Neutre
ADBE,$ADBE $540 soon.,2026-08-24T17:20:02Z,Bullish
ADBE,$ADBE,2026-08-24T16:04:58Z,Bullish
ADBE,"$ADBE 📊 USAEquityResearch

▲ 276.40  (+0.40%)

Trend: Bullish 📈
RSI (14): 61.7 — strong momentum, approaching overbought
MACD: bullish, above signal line and rising
Volume: below average

📌 Key Levels
Resistance: 276.40  |  Support: 247.90
20-MA: 262.40  |  50-MA: 233.90

💼 Fundamentals
Mkt Cap: $109.87B
P/E (TTM): 15.8  |  Fwd P/E: 10.1
FCF: $9.22B  (23.19/sh)
Total Debt: $7.08B  D/E: 61.44

📉 Options  (exp 2026-08-28)
ATM IV: 51.1%  |  Skew: -2.7% (call-heavy)
P/C Ratio: 1.14  ⚖️ Neutral
Max Pain: 262.50
Call wall: 277.50  |  Put wall: 275.00

Educational content only. Not financial advice.

Full data, options chain &amp; financials: https://usaequityresearch.com/stocks/ADBE",2026-08-24T15:42:30Z,Neutre
ADBE,$ADBE need $282 to break even!!!!!!!!,2026-08-24T15:23:01Z,Bullish
ADBE,"@Lazytrade I remember how even Whales sold at lose because didn&#39;t believe in $ADBE , we need just hold and management need to execute $APP",2026-08-24T15:08:17Z,Neutre
ADBE,$ADBE damn hug volumes in the past few minutes,2026-08-24T14:59:49Z,Neutre
ADBE,$ADBE gonna retry that 278 resistance again. Got smacked down pretty hard but we’ll keep chipping away.,2026-08-24T14:26:56Z,Bullish
ADBE,$APP similar chart and price action as $ADBE and $ACN. just need to be patient,2026-08-24T14:23:49Z,Neutre
ADBE,$ADBE clear break of market structure to the upside. Get ready.,2026-08-24T14:08:11Z,Bullish
ADBE,$ADBE we got this bruh,2026-08-24T13:55:27Z,Bullish
ADBE,$ADBE,2026-08-24T13:48:13Z,Bullish
ADBE,"Big 3 weeks ahead for enterprise software:

• $CRM reports earnings this week
• $ORCL up next week
• $ADBE the week after",2026-08-24T13:29:38Z,Bullish
ADBE,$ADBE Still bullish here all the way to $290,2026-08-24T07:51:56Z,Bullish
ADBE,$SPY $ADBE $CRM $NOW $WDAY were taking a beating while AI stocks were soaring. Do we see the opposite now?,2026-08-24T05:54:58Z,Neutre
ADBE,"OPTION WATCHLIST 8/23/2026 
 
$V - Stock in a strong uptrend and close to all time highs at $373.28. Looking for calls above $373.28 for a move towards $385 and $400. Tiger Global Management Takes New Stake In Visa Inc With 798,697 Shares 
 
$SNOW- Stock making a flag pattern on the daily. Software names are getting some momentum. Swing calls added in the group. Looking for $340 and $350 upside price targets.  
 
$MSTR- Stock up almost 30% last week with bitcoin moving higher. Multiple call flows coming in. watching for calls above $122.50 for a move towards $130 and $145. High watch for 80k break on bitcoin. 
 
$ADBE- Stock testing $275 weekly trendline resistance. High watch if that level breaks for a move towards $285 and $300. Puts below $267 for a retest of $250 and lower.  
 
$CRM - Stock testing $210-211 previous resistance zone on the daily. Looking for calls at that level for a move towards $225 and higher. If $210 fails again possible retest of $200 level.",2026-08-24T03:55:40Z,Neutre
ADBE,$ADBE Shorting with both hands in the premarket tonight!!,2026-08-23T23:12:12Z,Bearish
ADBE,"$ADBE i Agree, over $300. soon",2026-08-23T20:36:53Z,Neutre
ADBE,"Clues for Stock market directions                     
                                                                                                                                              
 MAG 7 &amp; SPY&amp;  QQQ &amp;  Tech Stocks Trend &amp; Technical:                                                                                                       
https://youtu.be/7urKFeQOWkM?si=0R2gGZ5PYgadfk2D 
                                                   
- Stock Market new ATH or crashing?                                                                              
- Support &amp; Resistance Guide- 
     
$ADBE $SBUX $PEP $DIS $INTC",2026-08-23T00:00:11Z,Neutre
ADBE,"$ADBE 
https://substack.com/@tradeapes/note/c-319673760",2026-08-22T20:52:55Z,Neutre
ADBE,"Don&#39;t miss what Trump, Congress, and Insiders are trading. All conveniently available for navigation and cleanly displayed on Top Tier Newswire! $ORCL $ADBE $UBER $AAPL $INTC",2026-08-22T20:33:06Z,Neutre
ADBE,@pnvoss  I remember you from $ADBE  almost 2yrs ago. Doesn’t this shitty PA scare you?. This WS movie is no different from the one played  in $ADBE ’s .  $APP will sit comfy at the $200’s  for quite awhile imo there’s no need to rush buying  it here.,2026-08-22T12:42:25Z,Bearish
ADBE,$ADBE $300 plus this coming up week 🙏🏻,2026-08-22T03:59:10Z,Neutre
ADBE,"$ADBE 📊 USAEquityResearch

▲ 275.30  (+1.13%)

Trend: Bullish 📈
RSI (14): 64.0 — strong momentum, approaching overbought
MACD: bullish, above signal line and rising
Volume: normal

📌 Key Levels
Resistance: 275.30  |  Support: 237.75
20-MA: 260.47  |  50-MA: 232.75

💼 Fundamentals
Mkt Cap: $109.43B
P/E (TTM): 15.7  |  Fwd P/E: 10.0
FCF: $9.22B  (23.19/sh)
Total Debt: $7.08B  D/E: 61.44

📉 Options  (exp 2026-08-28)
ATM IV: 43.5%  |  Skew: +3.5% (put-heavy)
P/C Ratio: 1.25  🐻 Bearish lean
Max Pain: 260.00
Call wall: 277.50  |  Put wall: 275.00

Educational content only. Not financial advice.",2026-08-21T20:41:50Z,Neutre
ADBE,$ADBE,2026-08-21T19:39:42Z,Bullish
ADBE,$ADBE Easy money,2026-08-21T19:21:05Z,Bullish
ADBE,$ADBE sshhhhhhhhhh,2026-08-21T18:24:21Z,Neutre
AMD,$AMD $450 8/28 puts are gong to print.,2026-08-24T23:28:21Z,Bearish
AMD,"$AMD saw $28.88M in options flow today. Heavy put action dominated with 85.3% or $24.63M of the total premium. The bearish skew suggests cautious positioning by traders today. Track live flow: https://profitbuilders.io/scanner 
Bearish 
 
#OptionsFlow",2026-08-24T23:27:01Z,Neutre
AMD,"$NVDA $AMD $AVGO $QQQ 

So AI is dead now?  It changes every week.

Is there any evidence that AI is dead?  No

In fact,  there’s more and more investment in AI every day.

So, the more AI investment causes more panic and the stock to go down?

Shouldn’t there be panic IF there was NO more additional AI investment?

I’m pretty sure everyone has it wrong.",2026-08-24T23:24:06Z,Neutre
AMD,"$AMD $QQQ $NVDA  to the people that trade, what failsafes do you use when you notice yourself starting to &quot;tilt&quot; or revenge trade?",2026-08-24T23:18:36Z,Neutre
AMD,$AMD C’monnnn Wednesday,2026-08-24T23:17:36Z,Neutre
AMD,$AMD the manipulation is just insane. Best anyone can do is buy these nasty dumps and load them as they can,2026-08-24T23:00:23Z,Neutre
AMD,$AMD,2026-08-24T22:53:53Z,Neutre
AMD,$AMD  has surpassed a 30% share of the x86 PC CPU market for the first time 🚨,2026-08-24T22:53:37Z,Neutre
AMD,"$AMD this looks like it wants to fall off, maybe big dip tomorrow, then some recovery leading to NVDA earnings",2026-08-24T22:51:46Z,Neutre
AMD,$AMD still bullish. Idgaf.,2026-08-24T22:46:51Z,Bullish
AMD,"$SPY $NVDA $QQQ $SOXX $AMD  
AI Capex is hitting a brick wall - as it should attempting a buildout without adequate infrastructure in place.  
 
GLTA  
If new to trading, read my post below carefully.",2026-08-24T22:39:00Z,Neutre
AMD,$NVDA $AMD $ASTS,2026-08-24T22:10:59Z,Neutre
AMD,"$AMD $DELL $HPE $NVDA $SMCI cross posters are annoying.

No one cares.",2026-08-24T21:59:59Z,Neutre
AMD,"$SMCI 😂 At this point, shorting this stock should require a permit and a background check.

Revenue exploding. AI infrastructure demand booming. $65B–$72B FY27 revenue guidance. NVIDIA ecosystem firing on all cylinders…

And somehow the response is: “SELL IT!” 🤡

Apparently making billions and supplying the AI revolution is bearish now.

Keep pressing it down, shorts. You’re not deleting the fundamentals, you’re just making the valuation more ridiculous. 😂🔥🐂

$NVDA $AMD $DELL $HPE",2026-08-24T21:59:14Z,Bullish
AMD,"@Tacticalstump $RUM is up 60% in 10 days.  I am sure there are a ton of &quot;Lock in profit&quot; folks who are counting on this to settle down, maybe sink back into the 8s over a couple of weeks and be able to climb back in, rinse and repeat.   
 
Possibly - but I think still a solid day when $AVGO $NVDA $AMD and a lot of other AI / heavy hitting tech stocks were down.     
 
Had this been a generally green day, not the trade issues with Canada, etc, this would have popped and stayed above 10.  But with NASDAQ down 200 and this is up 3%, that is a solid against the tide kind of day. 
 
I would have loved more, but this looks like it is coiling and building pressure up",2026-08-24T21:36:34Z,Neutre
AMD,$AMIX coming soon $3 bad news scam company pumpers lol look at this $SPCX $NVDA $AMD,2026-08-24T21:26:39Z,Bearish
AMD,$AMD this will go up with MU or NVDA good earnings no worries all keep add 👆👆👆👆👆👆😉,2026-08-24T21:24:34Z,Bullish
AMD,#Dow Rises As Tech Stocks Drag S&amp;P 500 Lower Ahead Of #Nvidia Results Mentions: $NVDA $MU $AMD $AVGO $SOXX https://talkmarkets.com/article/dow-rises-as-tech-stocks-drag-sp-500-lower-ahead-of-nvidia-results-1787606431,2026-08-24T21:21:19Z,Neutre
AMD,"$AMD 450 held, will it tomorrow or waiting for NVDA earnings",2026-08-24T21:20:42Z,Neutre
AMD,$NVDA $AMD %$MU $SMCI $SKHY Time to make it a better day. Cheers folks!,2026-08-24T21:13:07Z,Bullish
AMD,$AMIX bad news pump and dump $SPCX  $NVDA  $AMD,2026-08-24T21:10:24Z,Bearish
AMD,$AMIX coming soon $3 look at this $SPCX  $NVDA  $AMD,2026-08-24T21:00:17Z,Bearish
AMD,$AMD today&#39;s bounty!,2026-08-24T20:54:35Z,Neutre
AMD,$AMD increased my position,2026-08-24T20:50:55Z,Bullish
AMD,"$NVDA $AMD $QQQI 

They are soooo bearish on the semis trade on CNBC.

It feels like they are going out of their way to try to get you to sell.

It feels like a setup, I could be wrong but I don’t remember them being this bearish on semis esp before $NVDA earnings.

Setup or not?",2026-08-24T20:31:22Z,Neutre
AMD,$AMD is AMD going out of business?,2026-08-24T20:31:10Z,Neutre
AMD,"Good evening 
 
OVN 
$SPY 8/27 761p $2.35 
 
Enjoy your night 
$TSLA $AMD $NVDA $MU",2026-08-24T20:17:25Z,Neutre
AMD,$AMD … This is in an endless freefall over the last month. WTF? 🤬,2026-08-24T20:15:01Z,Neutre
AMD,$AMD Yesterday was the lowest volume day since Christmas eve 2025. Today only 1.5m more. Selling is getting exhausted.,2026-08-24T20:15:01Z,Bullish
AMD,$AMD Another historically low volume day - Hedge Funds can do whatever they want to the share price when there is barely 14M shares traded on the day..,2026-08-24T20:11:23Z,Neutre
AES,"$FLNC Something is up this morning. There has never been this many prints on the order book in premarket so far from the current price, and volume is up. Maybe #Grid 2.0 that Fluence is working on. Look like the real reason $BLK  wanted $AES  😉 https://pv-magazine-usa.com/2026/08/17/proposed-grid-2-0-protocol-would-enable-connect-and-manage-for-both-load-and-generation/",2026-08-18T13:23:54Z,Bullish
AES,$AES / Global Infrastructure Partners – Ohio PSC Comment Reply Deadline (Staff Recommended 7/9),2026-08-13T12:01:24Z,Neutre
AES,$AES  Open Equals Low with good volume.,2026-08-13T11:55:25Z,Bullish
AES,"$AES per the 10-Q filed with SEC on Aug 4, earnings per share for Q2 was 0.60, ~33% beat over the forecast. Page 4 of the filing, line items &quot;DILUTED EARNINGS PER SHARE:&quot; https://www.sec.gov/ix?doc=/Archives/edgar/data/0000874761/000087476126000144/aes-20260630.htm",2026-08-05T15:55:40Z,Neutre
AES,"$ZION $AES $CFR $FROG $VICR Zions Bancorporation strengthens commercial banking, AES expands renewable energy, Cullen/Frost provides stable banking exposure, JFrog benefits from DevOps software adoption, and Vicor supplies advanced power solutions.",2026-08-05T06:59:04Z,Neutre
AES,"$AES Q2 &#39;26 Earnings Results &amp; Recap

• Reported GAAP EPS of $0.60 up 500.00% YoY
• Reported revenue of $3.42B up 19.86% YoY",2026-08-04T20:44:47Z,Neutre
AES,$AES I have added a screenshot from TradingView with yesterday&#39;s option contract volume as proof.,2026-07-31T14:17:55Z,Neutre
AES,$AES really big volume today on Jan 2027 Call options at 5.00 and 10.00 strikes. ~3.6M in contracts at 5.00 and ~1.2M at 10.00 traded today.,2026-07-30T22:11:29Z,Neutre
AES,$AES  it don&#39;t matter it&#39;s not going over $ 15 due to the buyout or under $14,2026-07-23T08:42:59Z,Neutre
AES,$AES  When is the next earnings report?,2026-07-14T15:43:32Z,Bullish
AES,"$FLNC  Finally someone that isn&#39;t paid to pump $EOSE! And is shows. Account has over 100k 
 
$TSLA $ETN $AES  
 
https://www.investingvisuals.io/ai-energy-industry-breakdown-and-investment-opportunities/",2026-07-13T14:56:24Z,Bullish
AES,$AES,2026-07-09T18:08:59Z,Neutre
AES,"$AES
Current Stock Price: $14.62
Contracts to trade: $14.5 AES Jul 10 2026 Call
Entry: $0.13
Exit: $0.18
ROI: 40%
Hold ~24 days

Shared as daily free alerts and for educational purposes only. https://dailypickai.com/freealerts",2026-07-09T01:46:07Z,Neutre
AES,$AES So what happens to shares that are held into the acquisition?,2026-07-08T14:27:32Z,Neutre
AES,$AES added here lets go!,2026-07-06T13:41:57Z,Bullish
AES,@StellA1918 Who the heck said $AES wants out? A Black Rock backed company agreed to buy them out. Do you think they agreed to buy them out becuase their investments suck. Sorry but no. They did it becuase they know clean energy and batteries (that can buy and sell energy) are the next gen money maker in energy.,2026-06-30T16:12:08Z,Bullish
AES,$AES robbery. Leadership got bought and screwed the shareholders.,2026-06-28T03:15:41Z,Neutre
AES,"$AES
Current Stock Price: $14.62
Contracts to trade: $14.5 AES Jun 26 2026 Call
Entry: $0.15
Exit: $0.29
ROI: 95%
Hold ~29 days

Shared as daily free alerts and for educational purposes only. https://dailypickai.com/freealerts",2026-06-25T19:24:10Z,Neutre
AES,"$AES You mean that’s when the voting results will be announced? 

I voted No…this deal is such a low ball rip off based off of the fact that before all their AI Energy contracts they were at $29 per share.  It should be worth more than that now that they have new contracts to generate even more revenue &amp; earnings.",2026-06-25T13:56:05Z,Neutre
AES,$AES 25$ when 👀🫣👀✅🐉👍👏,2026-06-25T10:57:17Z,Bullish
AES,$AES shareholder vote on the acquisition june 26th. maybe we’ll get a clearer picture on the closing date then.,2026-06-24T02:53:06Z,Neutre
AES,$AES if blackrock just raise the bid higher and would easily get approved. Probably will anyway. But this could be worth more stand alone with new leaders that don’t sell out shareholders for a quick payday.,2026-06-23T18:41:36Z,Neutre
AES,$AES I’m accumulating mode —-,2026-06-22T21:12:46Z,Bullish
AES,"$AES calculate a buyout price on 2024 numbers and situations, yeah what could go wrong Gluski?",2026-06-13T08:26:48Z,Neutre
AES,$AES provided supplemental merger disclosures and noted two shareholder lawsuits related to its pending merger with Horizon Parent.,2026-06-12T21:45:37Z,Neutre
AES,$AES fails,2026-06-12T20:02:42Z,Bearish
AES,Current Report: The AES Corporation May Gain About 9% This Year $AES https://talkmarkets.com/article/current-report-the-aes-corporation-may-gain-about-9-this-year-1780930018,2026-06-08T14:50:15Z,Neutre
AES,$AES my suggestion to the board since screwing us with $15 bags 🎒 they should increase divvy&#39;s.  $$,2026-06-08T03:27:56Z,Neutre
AES,$AES started a position today.,2026-06-05T23:43:13Z,Bullish
AES,$AES Whats up with this company? My model picked it as the highest likely safe bet at 5.3% of my portfolio. It has it as a 252 day 90% gain.,2026-06-03T17:25:23Z,Bullish
AFL,"$AFL
Price: $116.07 (-0.09%)
Trend: Bullish
Market Bias (7D): Bullish Bias 📈
Expected Range: ±1.31%
RSI: 18.6 | Momentum: Moderate
Volume: -38.9% vs avg
Volatility: 1.28%
Support: $115.82 | Resistance: $129.57

Data and analytics sourced from Thescanner educational research https://www.thescanner.ai",2026-08-21T20:48:51Z,Neutre
AFL,"$AFL Wolfe Research Underperform initiation sends Aflac shares down over 4% 
Wolfe Research started coverage with Underperform rating and $103 PT, citing ~15% downside from ~$120 levels. Analyst highlighted decelerating Japan third-sector sales failing to offset shrinking in-force book. 
Noted EPS growth overly dependent on share repurchases rather than organic earnings growth. 
Move coincides with ex-dividend date for $0.61 quarterly dividend (record date Aug 19), adding mechanical pressure. Builds on Q2 2026 results (Aug 6) showing slight EPS miss, revenue decline, and yen/currency headwinds in Japan.",2026-08-21T09:52:04Z,Neutre
AFL,"WED 8/19: $AFL – CALLING A FINAL SELL SIGNAL @ $119.84 -2.6% 
 
10:11 AM – The stock is gapping down this morning and breaking below our previously noted ROUND-$120 support on increased volume. The combination of a gap lower, loss of support, and expanding selling volume represents multiple bearish technical violations. Calling a 2ND yet FINAL SELL SIGNAL here and to close out coverage on this selection. 
 
ULTRA Trader’s Tip: Multiple Violations Strengthen the Signal 
  • A gap lower immediately shows increased selling pressure. 
  • Breaking a previously identified support level adds another bearish technical violation. 
  • When weakness is accompanied by increased volume, the evidence becomes even stronger—respect the signal and move on. 
https://buyingbreakouts.com/wed-8-19-afl-calling-a-final-sell-signal-119-84-2-6/",2026-08-20T03:25:09Z,Neutre
AFL,"Wall St is expecting 1.80 EPS for $AFL Q3 [Reporting 11/04 AMC]
http://www.estimize.com/intro/afl?chart=historical&amp;metric_name=eps&amp;utm_cont",2026-08-19T12:15:23Z,Neutre
AFL,"$AFL | Aflac Inc | Financials 🦆 
 
Smart money is quietly pressing $AFL as price tightens right above primary volume profile support! 💥 Consistent buyer response off the $121.47 demand sweep confirms high-conviction institutional backing ⚡ 
 
Profitability &amp; Fundamentals: Leading insurance giant leveraging robust cash flows and $3.3B in unencumbered liquidity to drive share value. 
 
Technicals: 8h timeframe displays a bullish outside day base structure holding firm above primary moving average support 📊 Stochastic RSI is turning upward off oversold levels. Holding $121.40 maintains the reversal base. 
 
Bull Key Levels: $122.90 🐂 🔥 | Confirm: $124.70 🐂 📈 | Extension: $128.00 🐂 🚀 
 
Bear Key Levels: $121.40 🐻 ⚠️ | Confirm: $116.10 🐻 🚨 | Extension: $110.10 🐻 📉 
 
Stop Loss: $120.50 🛑 
 
Targets: $128.00 / $132.00 💰 🍺 
 
OVERALL: 🐂 BULLISH 🐂 
 
#AFL #optionsflow #stockmarket #technicalanalysis #swingtrading #hovdid",2026-08-15T23:22:58Z,Bullish
AFL,$MET $AFL,2026-08-14T01:11:57Z,Bullish
AFL,$AFL  catching my eye.  Note stochastic at low levels. Will it  bull cross? No one knows have to see it first.  (I have a trading pal who uses stochs. I put it on the chart for him)   A hold back over the 50ma and recent highs and it might be worth a shot.  Trade your plan/style/chart not my noise,2026-08-13T17:03:25Z,Bullish
AFL,"$AFL — TS Update #2 at 120.35 has now been triggered. 
 
The position is closed after the stock advanced to nearly $130. 
 
We gave the trend room while structure held. Once it reached our trailing stop, the decision had already been made. 
 
Trade complete. Structure first. Risk always. 
 
For educational purposes only.",2026-08-12T23:34:58Z,Neutre
AFL,"$AFL  
Jefferies raises target price to $112 from $108 
Mizuho raises target price to $116 from $112 
Piper Sandler raises target price to $138 from $130",2026-08-10T17:18:42Z,Neutre
AFL,$AFL buyable dip in a low volatility grind higher,2026-08-07T10:27:32Z,Bullish
AFL,"$AFL Q2 &#39;26 Earnings Results &amp; Recap

• Reported GAAP EPS of $1.64 up 46.43% YoY
• Reported revenue of $4.12B down -1.03% YoY",2026-08-06T20:25:00Z,Neutre
AFL,$AFL Buckle up — earnings after the close today.,2026-08-06T19:14:53Z,Neutre
AFL,$AFL ITS ABOUT TIME FOR A STOCK SPLIT.,2026-08-06T17:10:01Z,Neutre
AFL,"$AFL reports after the close, Estimize Consensus +0.04 EPS and +144.46M Revs compared to WS
http://www.estimize.com/afl/fq2-2026?utm_conten",2026-08-06T15:01:07Z,Neutre
AFL,"$AMBC 3 Companies to beat the markets? 
$AIG $AFL $OSG 
https://finance.yahoo.com/markets/stocks/articles/3-insurance-stocks-insure-q2-170100893.html 
 
During this evening&#39;s report, you will see that Everspan is growing; they have just hired three new directors. 
 
Furthermore, you will see that, alongside ALCORE and ARMADA, the other subsidiaries are now also beginning to grow beyond the break-even point. 
 
https://finance.yahoo.com/small-business/articles/everspan-group-expands-leadership-team-123000015.html",2026-08-06T06:14:58Z,Neutre
AFL,#AFL All out - no position - will get back in at lower key levels. Direction remains good. I just need to allocate the funds elsewhere in some fast moving names than this Turd !!   $AFL,2026-08-05T18:42:47Z,Neutre
AFL,"$GWW $APD $MPWR $AFL $RSG Grainger benefits from industrial distribution, Air Products leads industrial gases, Monolithic Power Systems rides AI chip demand, Aflac generates reliable insurance cash flow, and Republic Services benefits from waste management.",2026-08-05T05:27:23Z,Neutre
AFL,"$GWW $APD $MPWR $AFL $RSG Grainger benefits from industrial distribution, Air Products leads industrial gases, Monolithic Power Systems rides AI chip demand, Aflac generates reliable insurance cash flow, and Republic Services benefits from waste management.",2026-08-03T14:42:54Z,Neutre
AFL,"$AFL continues to follow through after the breakout. 
 
The position remains active, with the trailing stop now raised to 120.35 as price closed at 128.67. 
 
The goal isn’t to predict the top—it’s to protect part of the open gain while giving a strong trend enough room to continue. 
 
Structure first. Risk always. 
 
For educational purposes only.",2026-07-29T23:01:30Z,Neutre
AFL,$AFL Ew,2026-07-29T19:11:10Z,Bullish
AFL,$AFL printed a new 52-week high today,2026-07-29T18:01:37Z,Neutre
AFL,"$AFL follow-up: 
The yellow arrow marks when the Elite position was activated ahead of the breakout. On June 30, the trailing stop was raised to $116.90. 
 
Price has since cleared the $120.18 breakout trigger and continued building higher. Next reference: $128.64. 
 
Risk defined. Breakout confirmed. Now let the trend work.",2026-07-27T11:47:50Z,Neutre
AFL,$AFL  AFL,2026-07-26T21:38:07Z,Neutre
AFL,"While tech takes a breather and $QQQ stays choppy, sector rotation is where the real money is at.  
 
Called $AFL,$CVS, and $JPM early before the crowd caught on  $JPM still pushing higher today. Value &amp; financials are quietly carrying. 
 
What sector are you holding through this market shift? Drop your top pick below!",2026-07-24T15:40:52Z,Neutre
AFL,$AFL Interesting box here...buy and repeat until a breakout if you want to park money at the lower box and just keep it there until a rainy day.  Not bad.,2026-07-22T00:47:39Z,Neutre
AFL,$KIE josh brown ur late $CB $TRV $AFL,2026-07-21T16:47:21Z,Neutre
AFL,$AFL acting like a takeover target,2026-07-20T00:32:13Z,Neutre
AFL,"Dragonfly Capital - 5 Trade Ideas for Monday: Aflac, Five Below, Jazz Pharma, Murphy USA and Prudential $AFL $FIVE $JAZZ $MUSA $PRU https://dragonflycap.com/5-trade-ideas-for-monday-aflac-five-below-jazz-pharma-murphy-usa-and-prudential/",2026-07-19T15:41:54Z,Neutre
AFL,$AFL afl,2026-07-18T22:40:58Z,Neutre
AFL,$AFL  trimmed ...,2026-07-17T14:03:03Z,Neutre
A,$A printed a new 52-week high today,2026-08-21T18:31:21Z,Neutre
A,"$SPPI $SPY $AAPL $A 
$MSFT 480P 8/21 @0.14",2026-08-21T16:12:39Z,Neutre
A,"After Hours Losers 
 
1. $JZ -29.22% 
2. $FLUX.X -19.62% 
3. $YOUL -13.89% 
4. $OSIS -13.79% 
5. $A -13.32%",2026-08-20T21:59:13Z,Neutre
A,"$SYY $NTRA $A $ESLT $HMC Sysco leads food distribution, Natera dominates genetic testing, Agilent Technologies benefits from life science demand, Elbit Systems gains from defense spending, and Honda continues advancing hybrid and EV technologies.",2026-08-05T06:46:40Z,Neutre
A,"$WDAY $ED $IBKR $TEVA $A Workday leads enterprise software, Consolidated Edison provides stable utility income, Interactive Brokers benefits from trading activity, Teva continues restructuring, and Agilent Technologies leads life science instrumentation.",2026-08-03T14:45:39Z,Neutre
A,"Wall St is expecting 1.49 EPS for $A Q3 [Reporting 08/26 AMC]
http://www.estimize.com/intro/a?chart=historical&amp;metric_name=eps&amp;utm_content=",2026-08-03T14:12:31Z,Neutre
